19.06105,72.8468
19.05891667,72.84671667
19.05856667,72.8466
19.05478333,72.8465
19.05248333,72.8449
19.05053333,72.84015
19.0499,72.83855
19.04968333,72.83781667
19.04975,72.8362
19.04988333,72.83433333
19.04928333,72.83241667
19.04498333,72.82828333
19.04096667,72.81968333
19.0174,72.81241667
19.01648333,72.81231667
19.0127,72.81663333
19.01308333,72.81686667
19.01523333,72.81705
19.01626667,72.81836667
19.01611667,72.81881667
19.01216667,72.82196667
19.0132,72.82388333
19.01628333,72.82878333
19.01646667,72.82918333
19.01758333,72.83036667
19.02623333,72.8362
19.02981667,72.83815
19.03028333,72.83841667
19.03231667,72.8386
19.03365,72.8387
19.0337,72.83875
19.03573333,72.839
19.03586667,72.83918333
19.0354,72.84231667
19.0354,72.84241667
19.03151667,72.84208333
19.02855,72.84146667
19.02508333,72.8406
19.025,72.84053333
19.01891667,72.83608333
19.01883333,72.83605
19.01851667,72.8359
19.016,72.83485
19.01388333,72.83398333
19.01341667,72.8338
19.01105,72.83201667
19.00923333,72.83075
19.00941667,72.8302
19.0119,72.82868333
19.01285,72.82816667
19.01305,72.82811667
19.01288333,72.82395
19.0129,72.82355
19.01206667,72.82203333
19.01198333,72.82193333
19.01055,72.82053333
19.0063,72.81825
19.00423333,72.81688333
19.00388333,72.81655
19.00143333,72.81576667
19.0014,72.81565
19.0013,72.81566667
19.00133333,72.8158
19.0015,72.81536667
19.00405,72.81345
19.00438333,72.81326667
19.00443333,72.8132
19.0045,72.81323333
19.00446667,72.81331667
19.00185,72.81178333
19.0018,72.81166667
18.99868333,72.81161667
18.99868333,72.81151667
18.99395,72.81445
18.99365,72.81465
18.99356667,72.81461667
18.99346667,72.8148
18.9902,72.81408333
18.99016667,72.8139
18.98738333,72.8139
18.9873,72.81375
18.98163333,72.8138
18.98171667,72.81425
18.97846667,72.81163333
18.978,72.81125
18.9779,72.8113
18.97786667,72.81115
18.97798333,72.8111
18.97803333,72.81196667
18.9773,72.81146667
18.97643333,72.80906667
18.9765,72.80898333
18.97648333,72.80865
18.97611667,72.80891667
18.97416667,72.80921667
18.97416667,72.80911667
18.97405,72.80923333
18.97075,72.80951667
18.97075,72.8096
18.96328333,72.80773333
18.9602,72.80923333
18.96025,72.80931667
18.95911667,72.80985
18.95921667,72.80993333
18.95908333,72.81
18.95898333,72.80991667
18.95545,72.80796667
18.95536667,72.8078
18.95615,72.81006667
18.95601667,72.81006667
18.9558,72.81251667
18.95576667,72.8126
18.95563333,72.81255
18.95568333,72.81245
18.95295,72.81616667
18.95286667,72.81608333
18.94263333,72.82353333
18.94256667,72.82336667
18.93695,72.8243
18.93696667,72.82416667
18.93366667,72.82375
18.93368333,72.82358333
18.93358333,72.82356667
18.93355,72.82371667
18.92958333,72.82193333
18.92965,72.82178333
18.92948333,72.82186667
18.92891667,72.82308333
18.92885,72.82305
18.92715,72.82598333
18.92671667,72.82696667
18.92658333,72.82681667
18.92651667,72.82691667
18.92665,72.82708333
18.92661667,72.82716667
18.92643333,72.82706667
18.92655,72.82805
18.92638333,72.82803333
18.92605,72.82978333
18.92588333,72.82976667
18.9255,72.83196667
18.92536667,72.83191667
18.92505,72.8321
18.92501667,72.83215
18.92501667,72.83231667
18.92501667,72.83235
18.92523333,72.83258333
18.9253,72.8326
18.9256,72.83245
